category,key,values
Conditioner,Specialty,"['Paraben-Free', 'Cruelty Free', 'Super Rich', 'Olive Cholesterol', 'Organic', 'Sulfate-Free', 'All Natural', 'Lice Shampoo', 'No Animal Testing', 'Bamboo Fibers', 'Vegan', 'Natural', 'Hypoallergenic', 'Light Formula', 'Natural', 'Dermatologist-Tested', 'Color Safe', 'Sulfate,Silicone,Paraben Free', 'paraben-free', 'Natural Plant Derived Formula', 'paraben-free', 'Superfood', 'Organics', 'Peptide Complex', 'Keratin', 'Paraben Free', 'Vegan', 'Natural', 'Sensitive', 'Sulfate Free', 'Sulfate and Paraben Free', 'Weightless', 'Sulfate, Paraben Free', 'Cruelty Free', 'Algae', 'Hypoallergenic', 'All Natural', 'Intense Night Time Treatment', 'Naturals', 'Medicated', 'Paraben Free']"
Conditioner,Scent,"['Apricot', 'Cotton Candy Scented', 'Cake Butter', 'Fruit Fusion Coconut Water', 'Rosemary', 'Coconut Curlada', 'Almond Jai', 'calendula', 'Kukui Oil', 'Agave & Lavender', 'Argan Oil', 'Honey And Sage', 'Citrus and Sandalwood Scents', 'Rosemary Repel', 'Contains Marshmallow Root Extract, Cocoa Butter & Raw Honey', 'Cigar/Vanilla Scent', 'Milk & Honey', ""'Black' Amber Bourbon"", 'Rosemary Repel', 'Strawberry', 'Watermelon', 'Grapeseed Oil & Olive Leaves', 'Silly Apple', 'argan oil', 'Mint', 'Creamy Avocado & Olive Oil', 'Coconut', 'Bay Rum Blend', 'Coconut Milk', 'Berry Pomegranate', 'Coconut', 'Banana + Coconut', 'Coconut Pineapple', 'Argan Oil', 'Almond', 'Wild Ginger', 'Special', 'Avocado', 'Vanilla Mint', 'Coconut Oil', 'Unscented', 'Shea-Coco', 'Rosemary Mint', 'Almond and Avocado', 'Original', 'Rosemary Leaf', 'Pomegranate & Honey', 'Rosemary Mint', 'Shea Butter & Coconut Oil', 'Coconut', 'Enriched with Oatmeal, Chamomile', 'Original', 'Original Scent', 'Mango', 'Coconut Oil', 'cherry almond', 'Pomegranate']"
Conditioner,Hair type,"['Damaged Hair', 'BEARD', 'Blondes', 'Wavy and Curly Hair', 'Brunette', 'Blow-Dry & Silk Press Collection', 'Medium Brown', 'Beards & Mustaches', 'Curls', 'Beard', 'Beard', 'Kids', 'Curls', 'Kids', 'Beard and Scruff', 'Thinning Hair', 'Beard', 'For All Hair Types and Textures', 'Curl', 'Beard', 'all hair types', 'all hair types', 'Blonde', 'Brilliant Brunette', 'Dry Hair', 'Curls, Coils and Waves', 'Basic', 'Beard', 'Natural Hair with Light Thinning', 'Kids', 'Curl', 'Fine or Flat Hair', 'Beard', 'Dry Hair', 'Beard', 'Natural Hair with Progressed Thinning']"
Conditioner,Pack size,"['Pack of 3', 'Size 10.7 oz', 'Pack of 2', 'Pack of 3', 'Pack of 2', 'Pack of 1', '3 Pack', 'Pack of 1', '2 pack', '2 Pack', '2 Pack', 'Pack of 1', 'Pack of 12', 'Pack of 12', 'Pack of 1', 'Triple Pack', '3Bottle']"
Conditioner,Gender,"['Men', 'Men', 'Men & Women', 'Unisex', 'Unisex', 'Unisex', 'Men and Women']"
Conditioner,Age,"['Baby', 'Kids', 'Kids', 'Kids', 'Kids']"
Vitamin,Brand,"['Terrasoul Superfoods', 'NovaFerrum', 'mykind Organic', 'Amazon Brand - Solimo', 'Interfarma', 'Spring Valley', 'Deva', 'Centrum® Silver®', 'Best Naturals', 'Pure Synergy', 'Evion', 'Solaray', ""Zarbee's Naturals"", 'Kirkland', '365 by Whole Foods Market', 'Garden of Life', 'Ddrops®', 'Country Life', 'Nutricost', 'AB', 'Now Foods', 'EZ Melts', 'Amazon Brand - Solimo', 'Kirkland Signature', 'Amazon Brand - Solimo', 'mykind Organic', 'One A Day', 'NOW Supplements', 'NOW Supplements', 'Spring Valley', 'NOW Supplements', 'Sundown', 'Nature Made', '365 by Whole Foods Market', 'Country Life', 'Life Extension', 'Seeking Health', 'Country Life', 'Nature Made', ""Nature's Bounty"", 'Now Foods', 'Country Life', 'Designs for Health', 'Life Extension', 'Now Foods', 'NATURELO', 'Nature Made', 'Life Extension', 'Garden of Life', 'Kirkland Signature', 'Natvites', ""Nature's Wonder"", 'Bariatric Fusion', 'Kirkland Signature', 'Dr. Mercola', 'Kirkland', 'BRIOFOOD', 'Nature Made', 'MYOS', 'Ester-C', 'Nature Made', 'The Ordinary', 'Natural Factors', 'Seeking Health', ""Nature's Bounty"", 'Terry Naturally', 'Vitafusion', 'Amazon Elements', 'Spring Valley', 'Centrum Silver', 'Jarrow Formulas', '365 by Whole Foods Market', 'Life Extension', 'Solaray', 'Nature Made', 'Kirkland Signature', 'Gaia Herbs', ""Nature's Way"", 'mykind Organics', ""Nature's Way"", 'Jiva Botanicals', 'Nutricost', ""Trader Joe's"", 'Nature Made', 'Terrasoul Superfoods', 'Sundown', 'One A Day', 'Amazon Brand - Solimo', 'Country Life', 'Life Extension', 'EZ Melts', ""Nature's Way"", 'Kirkland Signature', 'Nature Made', 'Emergen-C', '21st Century', '365 by Whole Foods Market', 'Source Naturals', 'NOW Supplements', 'Nutricost', 'Lutrovita', 'Kirkland Signature', '21st Century', 'DSE Healthcare Solutions', 'Nature Made', ""Nature's Bounty"", '365 by Whole Foods Market', 'Spring Valley', 'ChildLife Essentials', ""Nature's Way Alive"", 'Pure Encapsulations - PureGenomics', 'Pure Encapsulations', 'Nature Made', 'MegaFood', 'NOW Supplements', 'NOW Supplements', 'Spring Valley', 'Kirkland Signature', 'Rainbow Light', 'Durvet', 'Nature Made', 'mykind Organic', 'BlueBonnet Bluebonnet', 'Thorne Research', '365 Everyday Value', 'Kirkland Signature', 'SBR Nutrition', 'Go Healthy Natural', 'Herb Pharm', 'Enzymedica', 'Spring Valley', 'One A Day', '365 by Whole Foods Market', 'Best Naturals', 'Dr. Mercola', 'NOW Foods', 'Jarrow Formulas SAM-e', 'Micro Ingredients', 'GIVOL', 'Nutricost', 'GAT Sport Essentials', ""Nature's Bounty"", 'Designs for Health', 'NOW Supplements', 'Puritans Pride', ""Nature's Truth"", 'Puritans Pride']"
Vitamin,Specialty,"['Organic', 'Organic', 'Non-GMO', 'Non-GMO', 'Non-GMO', 'Zero Sugar', '100% Pure & Non-GMO', 'Non GMO', 'All-Natural', 'Non-GMO', 'Organic', 'Zero Sugar', 'Sugar Free', 'Non-GMO', 'No GMOs']"
Vitamin,Supplement type,"['Amalaki', 'D-3)', 'Whole Food Vitamin D Supplement with Plant Omegas', 'Rose Hips', 'Testodione', 'Vitamin C', 'Vitamins Sublingual B12', ' Brewers Yeast 7-1/2 Grains with vitamin B1, Vitamin B2 and Niacin', '100% Natural Vitamin C with Organic Camu Camu Extract', 'Vitamin E', 'Lipotropic 1000 Plus Vitamin', 'Complete Multivitamin + Probiotic', 'Vitamin C', 'Multivitamin', 'Prenatal Gummy Vitamins', 'Vitamin D3 Drops Supplement', 'Vitamin C Complex Natural Antioxidants & Citrus Bioflavonoids', 'Vitamin C', 'Multivitamin', 'Vitamin A', 'Multivitamin with Iron', 'Multivitamin', 'Extra Strength Vitamin D3', 'Vitamin C', 'Whole Food Vitamin Supplement', 'Advantage Multivitamins', 'Vitamin A (Fish Liver Oil)', 'Vitamin D-3', 'Folic Acid', 'Vitamin C-500 Calcium Ascorbate', 'Vitamin B-12 Complex', 'D3', 'with Iron', 'Coenzyme B Complex', 'Fast-C with Bio-Quercetin', 'B12 Vitamin, MTHFR', 'Vitamin D3', 'Multi', 'Choline & Inositol', 'Maxi-Hair Plus', 'C+BioFizz, High Potency Vitamin C Powder with Bioflavonoids', 'Gamma E Mixed Tocopherols & Tocotrienols', 'ProRenal+D Kidney Multivitamins', 'Vitamin D3', 'Natural Vitamin C from Acerola Cherry', 'Multivitamin', 'Vitamin D3', 'Optimized Folate (l-methylfolate)', 'Vitamin C Supplements', 'Daily Multi Vitamins & Minerals', 'Vitamin C with Echinacea\xa0Pectin', 'Timed Release B12', 'Multivitamin and Mineral Supplement', 'Super B-Complex with Electrolytes', 'Liposomal Vitamin C', 'Vitamin C with Rose Hips and Citrus Bioflavonoid Complex', 'Food Based Supplement with Vegetable Source Omegas', 'Super B-Complex with Vitamin C', 'Vitamin C', 'Vitamin C', 'Vitamin C', 'Folic Acid', 'Vitamin B3 Supplement', 'Vitamin Supplements', 'Calcium Supplement', 'Vitamin E', 'Vitamin C with Rose Hips', 'Vitamin D3', 'Multivitamin with Iron', 'Biotin', 'B-Complex 50', 'Vitamin B-12', 'Vitamin E', 'Chasteberry', 'Niacinamide', 'Biotin', 'Vitamin A', 'Amalaki Gooseberry', 'Vitamin C', 'Multi Vitamin & Mineral Antioxidant', 'Multivitamin + Omega-3', 'Amalaki', 'Vitamin C', 'Advantage Multi-Vitamins', 'Vitamin C', 'Methyl B-12', 'Optimized Folate (L-Methylfolate)', 'B-Complex with Methylcobalamin and Methylfolate', 'Choline and Inositol', 'Vitamin C', 'Vitamin C', 'Vitamin C', 'Niacinamide', 'Supplements - Vitamins, Biotin - High Potency', 'Vitamin B-6', 'Ascorbic Acid', 'Pantothenic Acid (Vitamin B5)', 'Multivitamin', 'Vitamin C', 'Folic Acid', 'LipoFlavonoid Plus', 'Vitamin and Mineral', 'B-12', 'B-Complex plus Herbs & Minerals - High Potency', 'Vitamin D3', 'Vitamin C', ""Men's Multi Ultra Potency"", 'Multivitamin/Mineral Complex', 'Vitamin A', 'dl-Alpha', 'Prenatal and Postnatal Vitamin with Active Form of Folic Acid, Iron, Choline', 'Sodium Ascorbate', 'Ascorbic Acid', 'Prenatal Health Multivitamin DHA & Folic Acid', 'Multi', 'Vitamin D3', 'Vitamin B Complex', 'Vitamin D3 and Iron', 'C Vitamin Whole Food Supplement', 'Vitamin D3', 'B-Complex #12 - Vitamin B Complex with Active B12 and Folate', 'Vitamin D3', 'Complete Multivitamin', 'Vitamin C, D3 + Zinc', 'Herbal Formula with Valerian', 'Berberine HCl', 'dietary supplement', 'Multi', 'Stress B-Complex with Vitamin C', 'Quercetin', 'Vitamin B Complex with Benfotiamine', 'Biotin', 'Pure Quercetin Dihydrate', 'Methylcobalamin- Vitamin B12', 'Vitamin B1 (Thiamine)', 'Multi Plus Test', 'Vitamin C', 'B-Supreme B Vitamin Combination Formula', 'Vitamin B-100', 'Vitamin B-2', 'Argan/Coconut Oil/Collagen', 'Vitamin C with Bioflavonoids']"
Vitamin,Item form,"['Powder', 'Liquid', 'Tablets', 'Tablets', 'Chewable Tablets', 'Tablets', 'tablets', 'Tablets', 'Powder', 'Capsules', 'Capsules', 'Gummies', 'Chewable Tablets', 'Chewable', 'Liquid', 'Wafers', 'Powder', 'Chewable Tablets', 'Sgels', 'Fast Dissolve Tablets', 'Gummies', 'Bottle', 'Gummies', 'Softgels', 'Liquid', 'Tablets', 'Capsules', 'Liquid', 'Tablets', 'Tablets', 'Tablets', 'Lozenges', 'Softgel', 'Tablets', 'Gummies', 'Caps', 'Caps', 'Drink Mix Supplement', 'Softgels', 'softgels ', 'Capsule', 'Gummies', 'Gummies', 'Tablets', 'Capsules', 'Bottle', 'Gummies', 'Tablets', 'Tablets', 'tablets', 'Capsules', 'Tablets', 'Tablets', 'Tablets', 'Gummies', 'Tablets', 'Fine 325 Mesh Topical Powder ', 'Tablets', 'Capsules', 'Gummies', 'Capsules', 'Gummy Vitamins', 'Softgels', 'Tablets', 'Tablets', 'Softgels', 'Capsules', 'Capsules', 'Tablets', 'Softgels', 'Liquid Capsules', 'Tablets', 'Softgels', 'Powder Capsules', 'Powder', 'Tablets', 'Gummies', 'Powder', 'Capsules', 'Gummies', 'Lozenges', 'Tablets', 'Fast Dissolve Tablets', 'Capsules', 'Tabs', 'Gummies', 'Gummies', 'Prolonged Release Tablets', 'Tablets', 'Crystals', 'Capsules', 'Gummy', 'Tabs', 'Tablets', 'Caplets', 'Tablet', 'Liquid', 'Bottle', 'Liquid', 'Tablets', 'Capsules', 'Softgel Capsules', 'Softgels', 'Tablets', 'Powder, Buffered', 'Crystals', 'Gummies', 'Gummies', 'Gummy Drops', 'Softgels', 'Liquid', 'Vegetable Capsules', 'Capsules', 'Gummies', 'Liquid Drops', 'Gummies', 'Liquid Extract', 'Capsules', 'capsules', 'Gummies', 'Capsules', 'Capsules', 'Capsules', 'Enteric-Coated tabs', 'Powder', 'Liquid Mist', 'Capsules', 'Capsules', 'Capsules', 'Tablets', 'Tablets', 'Capsules']"
Vitamin,Net content,"['12 Oz', '2oz', '300', '100', '200', '90 Count', '250', '240', '4 oz', '50', '100 Count', '70', '500-Count', '120 Count', '120 Count ', '0.08 Fl Oz', '90', '2 LBS', '60 ea', '100', '60', '150', '600', '150', '120 Count', 'New Larger Size of 220 Count', '250', '2-Ounce', '100', '250', '2 Ounces', '240 Ct', '180 Count', '240-Count', '60', '60', '200', '300', '230 Count', '100', '240', '36 Servings / 144g', '60 Count', '90-Day Supply', '240', '365', '120', '90 Count', '100-Count', '120', '500-Count', '120 Count', '240 Count', '120', '500', '30', '500-Count', '180', '140 Count', '12.7 Ounce', '60 Count', '150 Count Value Size', '180', '100', '90', '60', '100ct', '100', '250', '325', '100', '90 Count', '100', '250', '100 ea', '500', '60 Count', '60 Count', '100', '8 Ounce', '100', '140 Count Value Size', '16 Oz', '90', 'Pack of 220 Count Total', '60', '60 Count', '100', '60', '100', '500', '90 Count', '45 Count', '110-Count', '60 Count', '100', '8-Ounce', '240', '200 Count', '500', '250 Count', '100', '300', '2 Fl Oz', '90 Count', '250 Count', '4 fl oz', '60', '120', '180 Count', '60', '8-Ounce', '1-Pound', '190', '320 ct', '50', '30ml', '60 Count', '2oz', '120 Count', '60', '120 ct', '320 Count', '1.0Fl.oz (30ml)', '60 ct', '1 Ounce', '120', '100', '230 Count', '60 Count', '120 Count', '60', '120 Count', '60', '3.5274 Ounce', '120', '150 Count', '80 Count', '120', '100', '100 Count', '165 Count', '200 Count']"
Vitamin,Health benefit,"['Supports Immunity', 'For Glowing Face,Strong Hair,Acne,Nails, Glowing Skin', 'Powerful Immune Health Support', 'Immunity Support', 'Essential Nutrition', 'Strong Bones*, Structural Support*', 'Antioxidant Protection*', 'Supports Cellular Health, Cognitive Health, and Healthy Energy Levels', 'Hair Skin and Nails', 'Immune + Antioxidant Support', 'Bone Health†', 'Gastric Bypass and Sleeve Gastrectomy', 'for Metabolic Health', 'Muscle Building Supplement - Reduce Muscle Loss in Aging Dogs and Improve Recovery from Injury or Surgery', 'Immune Charge', 'Help Support the Immune System', 'Calm', 'Supports: Calcium and Bone Metabolism', 'Hormone Balance', 'Immune Support', 'Daily Nutritional Support', 'Supports Immunity', 'Immune Support', 'Immune Health', 'Hair, Skin & Nails', 'Immune Support Dietary Supplement', 'Immune System Support', 'Antioxidant Protection*', 'Extra Strength Unique Ear Health Formula', 'Energy Health', 'Immune Support', 'Supports Vision, Growth, Reproductive Function, Immunity, Skin and Mucous Membranes', 'Antioxidant Support', 'Antioxidant Protection*', 'Antioxidant Protection*', 'Skin Health', 'Immune Support', 'Relaxing Sleep', 'Heartburn and Indigestion Support', 'NAIL HEALTH', 'Immune Health', 'Promotes Joint Strength, Mood and Brain Function', 'Powerful Antioxidant Supports Energy Immune System', 'Sustained Release, Energy Production*, Nervous System Health*', 'Superior Strength Hair/Skin/Nails', 'Immune Support by for Skin Health and Immune System Support']"
Vitamin,Diet,"['Plant-Based', 'Vegan', 'Vegan', 'Vegan', 'Vegan', 'Vegan', 'Gluten Free', 'Vegan', 'Vegan', 'Vegetarian', 'Vegan- and Vegetarian-Friendly', 'Veg', 'Vegan', 'Vegetarian', 'Gluten Free', 'Gluten Free', 'Vegetarian', 'Vegan', 'Vegetarian', 'Vegan', 'Gluten Free', 'Gluten-Free', 'Halal', 'Veggie', 'Vegan', 'Vegetarian']"
Vitamin,Age,"['Infants and Toddlers', ""Children's"", ""Kid's"", 'Infants', ""Children's"", 'Adult', '50+', 'Adult', 'Adults', 'Adults', 'Kids', 'Adult', 'Kids', 'Adults 50+', 'Adult', '50 Plus', ""Kids'"", 'Infants, Babies, Kids, Toddlers, Children, and Teens', 'Adult', 'Adult', 'Family-Friendly', ""Children's"", 'Kids']"
Vitamin,Flavor,"['Vanilla', 'Multiple Fruit Flavors', 'Natural Fruit Flavors', 'Tangy Orange', 'Berry', 'Berry Flavor', 'Natural Cherry Flavor', 'Grape Flavored', 'Orange Cream', 'Fruit Flavored', 'Fruit', 'Unflavored', 'Natural Strawberry Flavor', 'Raspberry Flavor', 'Pineapple, Orange, Strawberry', 'Rose Hips', 'Natural Orange Flavor', 'Fruit', 'Sour Lemon', 'Cherry Tangerine', 'Vanilla', '200 mg', 'Unflavored', 'No Artificial Flavor']"
Vitamin,Dosage,"['8 mg', '500 mg', '1000 mcg', '500 mg', '500 mg', '400 IU', '500mg', '10,000 IU', '2000 I.U.', '250mg', '25,000 IU', '1000 IU', '5000 I.U', '500 Mg', '5,000 IU', '535 mg Serving', '50 mcg', '1000 Mcg', '500mg', '1000mcg', '1000 mg', '500 mg', '400 IU', '2500 IU', '600 mcg', '500 mcg', '400 IU', '500mg', '3,000 mcg per serving', '600 mg', '500mg', '125mg', '1000 Mcg', '1700mcg/1000mcg', '1000 mg per serving', '2500 mcg', '750 mg', '500 mg', '5000mcg', '500 mg', '500mg', '1000mg', '5000 mcg', '5000 IU', '10,000 IU', '400 IU', '1000 IU', '5000 IU', '5000 IU', '5000mcg per Serving', '1300mg', '1000 mg/Serving', '5000 mcg', '5,000mcg', '500mg', '100 Mg']"
Vitamin,Supply size,"['Ten Month Supply', '75-Day Supply', 'more than a 3 month supply', '2 Month Supply']"
Vitamin,Gender,"[""Men's"", 'Women', ""Women's"", ""Women's"", 'for Him', 'Men & Women', 'Kids', 'Women', 'for Women', ""Women's"", ""Men's"", 'for Him', 'Women', 'Men']"
Vitamin,Pack size,"['400mg', '2 Bottles', 'Pack of 1', 'Pack of 2', 'Pack of 1', 'Pack of 1', 'Pack of 2', 'Pack of 2', 'Pack of 2', 'Pack of 3', 'pack of 2', '1 Count', 'Pack of 3', '60 Count', '2 pk']"
Vitamin,Administration type,"['Sublingual Vitamins', 'Sublingual', 'Sublingual Vitamins', 'Sublingual']"
Vitamin,Caffeine content,['Caffeine Free']
Breakfast Cereal,Brand,"['Kashi GO', 'Quaker Oats', 'Kodiak Cakes', 'Cascadian Farm', 'Better Oats', 'Arrowhead Mills', 'Gerber', 'Malt-O-Meal', 'Quaker', 'Post', ""Bob's Red Mill"", 'Kashi', ""Nature's Path"", 'Cinnamon Toast Crunch', ""Nature's Path"", 'Quaker', ""Nature's Path"", ""Bob's Red Mill"", 'Great River Organic Milling', ""Kellogg's"", 'Cheerios', 'Chex', 'Quaker', '365 Everyday Value', '365 by Whole Foods Market', 'Creative Snacks', '365 by Whole Foods Market', 'SOLA', 'Forager Project', 'Cream of Wheat', 'Better Oats', 'Quaker', 'General Mills Cereals', 'Quaker', 'Post', 'Quaker', 'Cascadian Farm', 'RXBAR', 'Purely Elizabeth', 'Arrowhead Mills', 'Quaker Oats', 'Quaker', ""Kellogg's"", ""Bob's Red Mill"", 'Cascadian Farm', 'Quaker', '365 by Whole Foods Market', ""Udi's"", 'Cascadian Farm', 'Bear Naked', ""McCann's"", ""Bob's Red Mill"", 'Arrowhead Mills', 'Nature Valley', 'Food For Life', 'Powerful Overnight Oats', ""Bob's Red Mill"", 'Cream of Wheat', 'Quaker', 'Quaker', 'Post', 'KIND', 'Tasty Shakes', 'Earthborn Elements', 'Fiber One', ""Bob's Red Mill"", ""Kellogg's Special K"", ""Bob's Red Mill"", ""Bob's Red Mill"", 'Oats Overnight', ""Reese's"", 'Quaker', ""Bob's Red Mill"", ""McCann's Irish Oatmeal"", 'PURELY ELIZABETH', 'Powerful', ""Kellogg's"", '365 by Whole Foods Market', 'Quaker', ""Kellogg's"", 'Nestle', ""Kellogg's Special K"", ""Bob's Red Mill"", '365 by Whole Foods Market', 'Sakara', 'Cinnamon Toast Crunch', 'Cream of Wheat', 'Quaker', 'Arrowhead Mills', ""Nature's Path"", 'Nature’s Path', 'Kashi', 'Kodiak Cakes', 'Trix', ""Bob's Red Mill"", ""Bob's Red Mill"", 'Purely Elizabeth', 'Nature’s Path', ""Earth's Best"", 'Cheerios', 'Kashi', ""Nature's Path"", 'Purely Elizabeth', 'Bakery on Main', ""Bob's Red Mill"", ""Kellogg's"", 'Quaker', 'Protidiet', 'Quaker', 'Quaker', 'Catalina Crunch', ""Bob's Red Mill"", 'Cascadian Farm', ""Bob's Red Mill"", 'Cascadian Farm', 'Food For Life', 'Cream of Rice', 'Gerber', 'KIND', ""Nature's Path"", 'Purely Elizabeth', ""Three Sisters Barbara's"", ""Bob's Red Mill"", ""Nature's Path"", 'Bakery On Main', ""Kellogg's"", 'Nabisco', '365 by Whole Foods Market', ""Bob's Red Mill"", 'Keto', 'Quaker', ""Bob's Red Mill"", '365 by Whole Foods Market', 'Gerber', 'Quaker', ""Bob's Red Mill"", ""Bob's Red Mill"", 'Post', ""McCann's"", 'Sakara', 'Nature Valley', 'PALMETTO FARMS', 'Pocono', ""Nature's Path"", ""Bob's Red Mill"", 'Cheerios', 'AiPeazy']"
Breakfast Cereal,Sub brand,"['Breakfast Cereal', 'Oatmeal', 'Cereal', 'OAT FIT Instant Oatmeal', 'Maple Buckwheat Flakes', 'Hearty Bits Multigrain Cereal', 'Hot Wheat Cereal', 'Steel Cut Oats', 'Bran Flakes', 'Rolled Oats', 'Breakfast Cereal', 'Multigrain Oat Bran Flakes', 'Breakfast Cereal', 'Cereal', 'Instant Oatmeal', 'Cereal', 'Hot Cereal', 'Oatmeal', 'Breakfast Cereal', 'Cereal', 'Cereal', 'Instant Oatmeal', 'Granola', 'Drizzlers', 'Granola', 'Granola', 'Cereal', 'Hot Cereal to Go', 'Instant Oatmeal with Flax', 'Instant Oatmeal', ""Cap'n Crunch"", 'Shredded Wheat', 'Instant Oatmeal', 'Granola', 'Oatmeal', 'Ancient Grain Granola', 'Cereal', 'Oatmeal', 'Breakfast Cereal', 'Oatmeal', 'Oatmeal', 'Steel-Cut Oats - Quick Cook', 'Granola', 'Oat Cereal', 'Granola', 'Irish Oatmeal', 'Corn Grits/ Polenta', 'Spelt Flakes', 'Granola', 'Sprouted Grain Cereal', 'Oats', 'Instant Hot Cereal', 'Oats', 'Oatmeal', 'Healthy Grains Clusters', 'Oatmeal Mix-ins', 'Steel Cut Oats', 'Original Bran Cereal', 'Hot Cereal', 'Breakfast Cereal', 'Rolled Oats', 'Steel Cut Oats', 'Oatmeal', 'Breakfast Cereal', 'Quick 1 Minute Oats', 'Steel Cut Oats', 'Vibrant Oats', 'Instant Oatmeal', 'Rice Krispies Toasted Rice Cereal', 'Quick Oats Rolled Oats', 'Grits', 'Crispix', 'Cerelac Infant Cereal with Milk', 'Breakfast Cereal', 'Muesli Cereal', 'Cereal', 'Plant Protein', 'Cereal', 'Instant Hot Cereal', 'Instant Oatmeal', 'Cereal', 'Flax+', 'Cereal', 'Breakfast Cereal', 'Cereal', 'Muesli Cereal', 'Granola', 'Vibrant Oats', 'Rice Puffs Cereal', 'Oatmeal Cereal', 'Cereal With Oats', 'Golean Original Cereal', 'Instant Oatmeal', 'Granola', 'Rolled Oats', 'Granola', 'Honey Smacks Cereal', 'Life Cereal', 'Instant Oatmeal Mix', 'Oatmeal Hot Cereal Instant', 'Overnight Oats', 'Keto Cereal', 'Cooking Grits', 'Cereal', 'Cut Oats', 'Cereal', 'Sprouted Grain Cereal', 'Hot Cereal to Go', 'Baby Cereal', 'Healthy Grains Clusters', 'Granola', 'Oats', 'Original Cereal', 'Quick Cooking 100% Whole Grain Oats', 'Instant Oatmeal', 'Breakfast Cereal', 'Cream of Rice', 'Cereal', 'Quick Cooking Rolled Oats', 'Hot Breakfast', 'Grits', 'Rolled Oats', '1st Foods', 'Instant Oatmeal', 'Rolled Oats', 'Quick Cook Steel Cut Oats', 'Honey Bunches of Oats', 'Instant Oatmeal', 'Superfood Granola', 'Granola', 'Stone Ground Yellow Grits', 'Cereal', 'Cereal', 'Steel Cut Oats', 'Cereal with Oats', 'Waffle Mix']"
Breakfast Cereal,Flavor,"['Original', 'Old Fashioned Oats', 'Cinnamon', 'Buzz Crunch Honey Almond', 'CINNAMON ROLL', 'Banana Apple Strawberry', 'Original', 'Strawberry Fields', 'Churros', 'Heritage Flakes', 'Assorted', 'Heritage Flakes', 'Creamy Buckwheat', 'Regular Rolled Oats', 'Original', 'Apple Cinnamon', 'Vanilla', 'Maple & Brown Sugar', 'Raisin Granola', 'Fruit & Nut', 'Lemon Blueberry', 'Oat & Honey', 'Maple Pecan Chocolate', 'Cinnamon', 'Maple Brown Sugar Walnut', 'maple', 'Maple Brown Sugar', 'Assorted Family Variety Pack', 'Crunchberries', 'Original', 'Maple Brown Sugar', 'Classic Oats and Honey', 'Chocolate', 'Chocolate Sea Salt + Peanut Butter Nut Butter', 'Puffed Kamut', 'Banana Walnut', 'Double Chocolate, Filling Made with Real Chocolate', 'Fruit & Seed', 'Cinnamon Crunch', 'Summer Berry', 'Chocolate Coconut', 'Honey Crunch', 'Triple Berry', 'Original', 'Protein Oats and Honey', 'Almond', 'Blueberry and Vanilla', 'Rolled Regular', 'Original', 'Old Fashioned', 'Cocoa Pebbles', 'Peanut Butter Whole Grain Granola', 'Variety', 'Irish Oatmeal', 'Oat Bran', 'Raspberry', 'Old Fashioned', 'Chocolate Peanut Butter Banana', 'Peanut Butter Puffs,', 'Traditional Steel Cut', 'Blueberry Lemon', 'Peanut Butter & Honey', 'Quick 5-Minute', 'Original', 'Wheat mixed fruit', 'Touch of Honey', 'Gluten Free', 'Honey Almond Flax', 'Granola with Matcha and Mulberries', 'Original', 'Honey & Almonds', 'Puffed Millet', 'Pumpkin Seeds Granola', 'Heritage Flakes', '7 Whole Grain Puffs', 'Chocolate Chip', 'Fruit Flavored Corn Puffs', 'Old Country Style', 'Classic', 'Raspberry Dragon Fruit', 'Honey Nut', 'Blueberry Cinnamon Flax', 'Coconut Cashew', 'Happy Oats', 'Honey Oat', 'Cinnamon', 'Maple-Brown Sugar', 'Maple Brown Sugar', 'Toasted Coconut Almond', 'Maple Waffle', 'Honey Vanilla Crunch', 'steel', 'Graham Crunch', 'Golden Flax', 'Mixed Berry', 'Oatmeal & Peach Apple', 'Raspberry with Chia Seeds Granola', 'Dark Chocolate and Red Berries', 'Vanilla Pecan', 'Morning Oat Crunch', 'Fruit Juice Corn Flakes', 'Maple Multigrain Muffin', 'French Vanilla Granola', 'Stevia Maple Brown Sugar Flavor', 'Quick 5 Minute', 'Steel Cut Oats', 'Old-Fashioned', 'Rice', 'Maple & Brown Sugar', 'Old Fashion', 'Crunchy Honey Roasted', 'Regular', 'Brazil Nuts and Ashwagandha', 'Almond Butter', 'Cream Buckwheat', ""Honey'd Corn Flakes"", 'Very Berry']"
